"lid","reporter","indicator","unit"
142610,"Slovenia","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142595,"Turkey","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142596,"Ukraine","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
1129,"Albania","(m) Gross reserves of CB incl. gold","EUR m, end of period"
122188,"Belarus","(m) Gross reserves of CB incl. gold","EUR m, end of period"
71047,"Bosnia and Herzegovina","(m) Gross reserves of CB incl. gold","EUR m, end of period"
1121,"Bulgaria","(m) Gross reserves of CB incl. gold","EUR m, end of period"
53287,"Croatia","(m) Gross reserves of CB incl. gold","EUR m, end of period"
1122,"Czechia","(m) Gross reserves of CB incl. gold","EUR m, end of period"
32936,"Estonia","(m) Gross reserves of CB incl. gold","EUR m, end of period"
1123,"Hungary","(m) Gross reserves of CB incl. gold","EUR m, end of period"
62143,"Kazakhstan","(m) Gross reserves of CB incl. gold","EUR m, end of period"
123224,"Kosovo","(m) Gross reserves of CB incl. gold","EUR m, end of period"
32938,"Latvia","(m) Gross reserves of CB incl. gold","EUR m, end of period"
32940,"Lithuania","(m) Gross reserves of CB incl. gold","EUR m, end of period"
140893,"Moldova","(m) Gross reserves of CB incl. gold","EUR m, end of period"
123222,"Montenegro","(m) Gross reserves of CB incl. gold","EUR m, end of period"
1130,"North Macedonia","(m) Gross reserves of CB incl. gold","EUR m, end of period"
1124,"Poland","(m) Gross reserves of CB incl. gold","EUR m, end of period"
1125,"Romania","(m) Gross reserves of CB incl. gold","EUR m, end of period"
1126,"Russia","(m) Gross reserves of CB incl. gold","EUR m, end of period"
1131,"Serbia","(m) Gross reserves of CB incl. gold","EUR m, end of period"
1127,"Slovakia","(m) Gross reserves of CB incl. gold","EUR m, end of period"
51755,"Slovenia","(m) Gross reserves of CB incl. gold","EUR m, end of period"
77649,"Turkey","(m) Gross reserves of CB incl. gold","EUR m, end of period"
1128,"Ukraine","(m) Gross reserves of CB incl. gold","EUR m, end of period"
133460,"Albania","(m) Gross reserves of CB incl. gold","in % of GDP"
133463,"Belarus","(m) Gross reserves of CB incl. gold","in % of GDP"
133461,"Bosnia and Herzegovina","(m) Gross reserves of CB incl. gold","in % of GDP"
133462,"Bulgaria","(m) Gross reserves of CB incl. gold","in % of GDP"
133466,"Croatia","(m) Gross reserves of CB incl. gold","in % of GDP"
133464,"Czechia","(m) Gross reserves of CB incl. gold","in % of GDP"
133465,"Estonia","(m) Gross reserves of CB incl. gold","in % of GDP"
133467,"Hungary","(m) Gross reserves of CB incl. gold","in % of GDP"
133468,"Kazakhstan","(m) Gross reserves of CB incl. gold","in % of GDP"
133481,"Kosovo","(m) Gross reserves of CB incl. gold","in % of GDP"
133470,"Latvia","(m) Gross reserves of CB incl. gold","in % of GDP"
133469,"Lithuania","(m) Gross reserves of CB incl. gold","in % of GDP"
140895,"Moldova","(m) Gross reserves of CB incl. gold","in % of GDP"
133471,"Montenegro","(m) Gross reserves of CB incl. gold","in % of GDP"
133472,"North Macedonia","(m) Gross reserves of CB incl. gold","in % of GDP"
133473,"Poland","(m) Gross reserves of CB incl. gold","in % of GDP"
133474,"Romania","(m) Gross reserves of CB incl. gold","in % of GDP"
133476,"Russia","(m) Gross reserves of CB incl. gold","in % of GDP"
133475,"Serbia","(m) Gross reserves of CB incl. gold","in % of GDP"
133478,"Slovakia","(m) Gross reserves of CB incl. gold","in % of GDP"
133477,"Slovenia","(m) Gross reserves of CB incl. gold","in % of GDP"
133479,"Turkey","(m) Gross reserves of CB incl. gold","in % of GDP"
133480,"Ukraine","(m) Gross reserves of CB incl. gold","in % of GDP"
1158,"Albania","(m) Gross reserves of CB excl. gold","EUR m, end of period"
122187,"Belarus","(m) Gross reserves of CB excl. gold","EUR m, end of period"
1159,"Bosnia and Herzegovina","(m) Gross reserves of CB excl. gold","EUR m, end of period"
1148,"Bulgaria","(m) Gross reserves of CB excl. gold","EUR m, end of period"
1149,"Croatia","(m) Gross reserves of CB excl. gold","EUR m, end of period"
1150,"Czechia","(m) Gross reserves of CB excl. gold","EUR m, end of period"
32937,"Estonia","(m) Gross reserves of CB excl. gold","EUR m, end of period"
1151,"Hungary","(m) Gross reserves of CB excl. gold","EUR m, end of period"
62145,"Kazakhstan","(m) Gross reserves of CB excl. gold","EUR m, end of period"
123223,"Kosovo","(m) Gross reserves of CB excl. gold","EUR m, end of period"
32939,"Latvia","(m) Gross reserves of CB excl. gold","EUR m, end of period"
32941,"Lithuania","(m) Gross reserves of CB excl. gold","EUR m, end of period"
140896,"Moldova","(m) Gross reserves of CB excl. gold","EUR m, end of period"
1161,"Montenegro","(m) Gross reserves of CB excl. gold","EUR m, end of period"
1160,"North Macedonia","(m) Gross reserves of CB excl. gold","EUR m, end of period"
1152,"Poland","(m) Gross reserves of CB excl. gold","EUR m, end of period"
1153,"Romania","(m) Gross reserves of CB excl. gold","EUR m, end of period"
1154,"Russia","(m) Gross reserves of CB excl. gold","EUR m, end of period"
1162,"Serbia","(m) Gross reserves of CB excl. gold","EUR m, end of period"
1155,"Slovakia","(m) Gross reserves of CB excl. gold","EUR m, end of period"
1156,"Slovenia","(m) Gross reserves of CB excl. gold","EUR m, end of period"
77650,"Turkey","(m) Gross reserves of CB excl. gold","EUR m, end of period"
1157,"Ukraine","(m) Gross reserves of CB excl. gold","EUR m, end of period"
133482,"Albania","(m) Gross reserves of CB excl. gold","in % of GDP"
133485,"Belarus","(m) Gross reserves of CB excl. gold","in % of GDP"
133483,"Bosnia and Herzegovina","(m) Gross reserves of CB excl. gold","in % of GDP"
133484,"Bulgaria","(m) Gross reserves of CB excl. gold","in % of GDP"
133488,"Croatia","(m) Gross reserves of CB excl. gold","in % of GDP"
133486,"Czechia","(m) Gross reserves of CB excl. gold","in % of GDP"
133487,"Estonia","(m) Gross reserves of CB excl. gold","in % of GDP"
133489,"Hungary","(m) Gross reserves of CB excl. gold","in % of GDP"
133490,"Kazakhstan","(m) Gross reserves of CB excl. gold","in % of GDP"
133503,"Kosovo","(m) Gross reserves of CB excl. gold","in % of GDP"
133492,"Latvia","(m) Gross reserves of CB excl. gold","in % of GDP"
133491,"Lithuania","(m) Gross reserves of CB excl. gold","in % of GDP"
140898,"Moldova","(m) Gross reserves of CB excl. gold","in % of GDP"
133493,"Montenegro","(m) Gross reserves of CB excl. gold","in % of GDP"
133494,"North Macedonia","(m) Gross reserves of CB excl. gold","in % of GDP"
133495,"Poland","(m) Gross reserves of CB excl. gold","in % of GDP"
133496,"Romania","(m) Gross reserves of CB excl. gold","in % of GDP"
133498,"Russia","(m) Gross reserves of CB excl. gold","in % of GDP"
133497,"Serbia","(m) Gross reserves of CB excl. gold","in % of GDP"
133500,"Slovakia","(m) Gross reserves of CB excl. gold","in % of GDP"
133499,"Slovenia","(m) Gross reserves of CB excl. gold","in % of GDP"
133501,"Turkey","(m) Gross reserves of CB excl. gold","in % of GDP"
133502,"Ukraine","(m) Gross reserves of CB excl. gold","in % of GDP"
85745,"Turkey","(m) Exchange rate nominal","index nominal, cumulated corresp. period of prev. year = 100"
1016,"Albania","(m) Exchange rate nominal","NCU/EUR, end of period"
122236,"Belarus","(m) Exchange rate nominal","NCU/EUR, end of period"
1017,"Bosnia and Herzegovina","(m) Exchange rate nominal","NCU/EUR, end of period"
1006,"Bulgaria","(m) Exchange rate nominal","NCU/EUR, end of period"
1007,"Croatia","(m) Exchange rate nominal","NCU/EUR, end of period"
1008,"Czechia","(m) Exchange rate nominal","NCU/EUR, end of period"
32462,"Estonia","(m) Exchange rate nominal","NCU/EUR, end of period"
1009,"Hungary","(m) Exchange rate nominal","NCU/EUR, end of period"
59020,"Kazakhstan","(m) Exchange rate nominal","NCU/EUR, end of period"
32463,"Latvia","(m) Exchange rate nominal","NCU/EUR, end of period"
32464,"Lithuania","(m) Exchange rate nominal","NCU/EUR, end of period"
140899,"Moldova","(m) Exchange rate nominal","NCU/EUR, end of period"
1018,"North Macedonia","(m) Exchange rate nominal","NCU/EUR, end of period"
1010,"Poland","(m) Exchange rate nominal","NCU/EUR, end of period"
1011,"Romania","(m) Exchange rate nominal","NCU/EUR, end of period"
1012,"Russia","(m) Exchange rate nominal","NCU/EUR, end of period"
1019,"Serbia","(m) Exchange rate nominal","NCU/EUR, end of period"
1013,"Slovakia","(m) Exchange rate nominal","NCU/EUR, end of period"
1014,"Slovenia","(m) Exchange rate nominal","NCU/EUR, end of period"
51742,"Turkey","(m) Exchange rate nominal","NCU/EUR, end of period"
1015,"Ukraine","(m) Exchange rate nominal","NCU/EUR, end of period"
972,"Albania","(m) Exchange rate nominal","NCU/EUR, period average"
122230,"Belarus","(m) Exchange rate nominal","NCU/EUR, period average"
973,"Bosnia and Herzegovina","(m) Exchange rate nominal","NCU/EUR, period average"
959,"Bulgaria","(m) Exchange rate nominal","NCU/EUR, period average"
960,"Croatia","(m) Exchange rate nominal","NCU/EUR, period average"
961,"Czechia","(m) Exchange rate nominal","NCU/EUR, period average"
969,"Estonia","(m) Exchange rate nominal","NCU/EUR, period average"
962,"Hungary","(m) Exchange rate nominal","NCU/EUR, period average"
59017,"Kazakhstan","(m) Exchange rate nominal","NCU/EUR, period average"
970,"Latvia","(m) Exchange rate nominal","NCU/EUR, period average"
971,"Lithuania","(m) Exchange rate nominal","NCU/EUR, period average"
140900,"Moldova","(m) Exchange rate nominal","NCU/EUR, period average"
974,"North Macedonia","(m) Exchange rate nominal","NCU/EUR, period average"
963,"Poland","(m) Exchange rate nominal","NCU/EUR, period average"
964,"Romania","(m) Exchange rate nominal","NCU/EUR, period average"
965,"Russia","(m) Exchange rate nominal","NCU/EUR, period average"
32948,"Serbia","(m) Exchange rate nominal","NCU/EUR, period average"
966,"Slovakia","(m) Exchange rate nominal","NCU/EUR, period average"
967,"Slovenia","(m) Exchange rate nominal","NCU/EUR, period average"
51741,"Turkey","(m) Exchange rate nominal","NCU/EUR, period average"
968,"Ukraine","(m) Exchange rate nominal","NCU/EUR, period average"
988,"Albania","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
122231,"Belarus","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
989,"Bosnia and Herzegovina","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
975,"Bulgaria","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
976,"Croatia","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
977,"Czechia","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
985,"Estonia","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
978,"Hungary","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
59018,"Kazakhstan","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
986,"Latvia","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
987,"Lithuania","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
140901,"Moldova","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
990,"North Macedonia","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
979,"Poland","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
980,"Romania","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
981,"Russia","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
991,"Serbia","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
982,"Slovakia","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
983,"Slovenia","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
85744,"Turkey","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
984,"Ukraine","(m) Exchange rate nominal","NCU/EUR, cumulated period average"
1002,"Albania","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
122235,"Belarus","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
1003,"Bosnia and Herzegovina","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
992,"Bulgaria","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
993,"Croatia","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
994,"Czechia","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
32552,"Estonia","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
995,"Hungary","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
59019,"Kazakhstan","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
32553,"Latvia","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
32554,"Lithuania","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
140902,"Moldova","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
1004,"North Macedonia","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
996,"Poland","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
997,"Romania","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
998,"Russia","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
1005,"Serbia","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
999,"Slovakia","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
1000,"Slovenia","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
1001,"Ukraine","(m) Exchange rate nominal","NCU/EUR, index nominal, cumulated corresp. period of prev. year = 100"
955,"Albania","(m) Exchange rate nominal","NCU/USD, end of period"
122246,"Belarus","(m) Exchange rate nominal","NCU/USD, end of period"
956,"Bosnia and Herzegovina","(m) Exchange rate nominal","NCU/USD, end of period"
945,"Bulgaria","(m) Exchange rate nominal","NCU/USD, end of period"
946,"Croatia","(m) Exchange rate nominal","NCU/USD, end of period"
947,"Czechia","(m) Exchange rate nominal","NCU/USD, end of period"
32459,"Estonia","(m) Exchange rate nominal","NCU/USD, end of period"
948,"Hungary","(m) Exchange rate nominal","NCU/USD, end of period"
59016,"Kazakhstan","(m) Exchange rate nominal","NCU/USD, end of period"
